Ticker,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Percent From Target,Total Return,Exchange,Last Price,Market Cap. (USD),IV,ETF,Sharpe Ratio,S&P 500,DJIA,Nasdaq 100,200 Day MA,Price Above 200 MAV
SNBR,"Furnishings, Fixtures & Appliances",Consumer Cyclical,0,24.22,0,14,-2.71,-2.71,NMS,14.39,321688448,70.86,#N/A,-0.03,#N/A,#N/A,#N/A,13.443,YES
SNCR,Software - Infrastructure,Technology,0,5.9,0,23.67,113.24,113.24,NCM,11.1,120082024,95,#N/A,1.27,#N/A,#N/A,#N/A,9.53995,YES
SNEX,Capital Markets,Financial Services,10.79,11.53,0,95,10.6,10.6,NMS,85.895,2730713600,30.83,#N/A,0.28,#N/A,#N/A,#N/A,73.96825,YES
SNPS,Software - Infrastructure,Technology,52.11,33.82,0,641.99,27.27,27.27,NMS,504.44,77489045504,37.46,XLK,0.71,S&P 500,#N/A,Nasdaq 100,548.62665,NO
SNV,Banks - Regional,Financial Services,22.2,10.81,3.01,53.91,10.37,13.38,NYQ,48.845,7031592448,32.87,#N/A,0.4,#N/A,#N/A,#N/A,40.20575,YES
SNX,Electronics & Computer Distribution,Technology,15.64,9.36,1.31,138.72,15.1,16.41,NYQ,120.52,10261612544,32.98,#N/A,0.59,#N/A,#N/A,#N/A,114.4777,YES
SO,Utilities - Regulated Electric,Utilities,22.14,21.48,3.09,90.92,-2.03,1.06,NYQ,92.8,1.0156E+11,15.17,XLU,0.05,S&P 500,#N/A,#N/A,77.87755,YES
SOHU,Electronic Gaming & Multimedia,Communication Services,0,-4.73,0,18.07,26.01,26.01,NMS,14.34,473918368,43.04,#N/A,0.56,#N/A,#N/A,#N/A,12.5548,YES
SOLV,Health Information Services,Healthcare,31.03,12.99,0,67.13,-7.55,-7.55,NYQ,72.61,12540546048,29.5,#N/A,-0.18,S&P 500,#N/A,#N/A,61.352043,YES
SON,Packaging & Containers,Consumer Cyclical,14.16,9.08,3.93,61,16.21,20.14,NYQ,52.49,5157552128,22.47,#N/A,0.95,#N/A,#N/A,#N/A,55.53825,NO
SONY,Consumer Electronics,Technology,16.92,14.59,0.63,23.82,31.6,32.23,NYQ,18.1,1.09227E+11,27.99,#N/A,0.89,#N/A,#N/A,#N/A,17.78353,YES
SPB,Household & Personal Products,Consumer Defensive,23.08,16.37,1.84,105.63,16.76,18.6,NYQ,90.47,2535087616,32.8,#N/A,0.59,#N/A,#N/A,#N/A,86.1729,YES
SPG,REIT - Retail,Real Estate,22.13,27.21,4.63,168.87,-2.79,1.84,NYQ,173.72,65125371904,20.49,XLRE,0.07,S&P 500,#N/A,#N/A,152.33334,YES
SPGI,Financial Data & Stock Exchanges,Financial Services,49.48,31.66,0.69,578.7,10.86,11.55,NYQ,522.02,1.63392E+11,19.62,XLF,0.44,S&P 500,#N/A,#N/A,457.69995,YES
SPH,Utilities - Regulated Gas,Utilities,12.25,8.6,6.96,16.5,-10.18,-3.22,NYQ,18.37,1177000832,24.21,#N/A,-0.18,#N/A,#N/A,#N/A,19.0496,NO
SPNS,Software - Application,Technology,30.92,23.92,1.59,37.5,-1.41,0.18,NMS,38.035,2119812224,81.6,#N/A,0,#N/A,#N/A,#N/A,33.0453,YES
SPOK,Health Information Services,Healthcare,20.08,17.11,8.27,16.5,9.45,17.72,NMS,15.075,305177344,27.91,#N/A,0.46,#N/A,#N/A,#N/A,15.51655,NO
SPR,Aerospace & Defense,Industrials,0,30.3,0,35.52,7.44,7.44,NYQ,33.06,3858955776,46.16,#N/A,0.21,#N/A,#N/A,#N/A,32.20825,YES
SPSC,Software - Application,Technology,99.77,49.25,0,225.22,16.91,16.91,NMS,192.645,7219202048,31.85,#N/A,0.42,#N/A,#N/A,#N/A,188.4571,YES
SPTN,Food Distribution,Consumer Defensive,16.18,10.4,3.95,22.67,5.34,9.29,NMS,21.52,726185984,26.73,#N/A,0.29,#N/A,#N/A,#N/A,20.5926,YES
SPXC,Building Products & Equipment,Industrials,46.68,25.92,0,170,5.86,5.86,NYQ,160.5894,7426675712,36.8,#N/A,0.13,#N/A,#N/A,#N/A,133.53415,YES
SQNS,Semiconductors,Technology,0,-3.79,0,7.5,219.15,219.15,NYQ,2.35,58733312,154.79,#N/A,1.6,#N/A,#N/A,#N/A,2.59035,NO
SR,Utilities - Regulated Gas,Utilities,16.13,14.5,4.63,69.17,4.61,9.24,NYQ,66.12,3815864064,24.1,#N/A,0.5,#N/A,#N/A,#N/A,61.96245,YES
SRCE,Banks - Regional,Financial Services,11.52,11.65,2.33,62.33,4.84,7.17,NMS,59.45,1457256192,40.35,#N/A,0.15,#N/A,#N/A,#N/A,54.0682,YES
SRCL,Waste Management,Industrials,156.04,22.05,0,61.77,1.51,1.51,NMS,60.85,5649094656,10.32,#N/A,0.17,#N/A,#N/A,#N/A,54.2956,YES
SRDX,Medical Devices,Healthcare,0,-81.68,0,43,12.01,12.01,NMS,38.39,547710144,24.61,#N/A,0.72,#N/A,#N/A,#N/A,35.75485,YES
SRE,Utilities - Diversified,Utilities,18.11,16.48,2.89,88.81,4.85,7.74,NYQ,84.705,53652791296,18.06,XLU,0.38,S&P 500,#N/A,#N/A,75.8015,YES
SRI,Auto Parts,Consumer Cyclical,139,15.95,0,21,115.83,115.83,NYQ,9.73,269304000,46.29,#N/A,2.24,#N/A,#N/A,#N/A,15.53445,NO
SRPT,Biotechnology,Healthcare,169.43,11.4,0,192.43,51.51,51.51,NMS,127.01,12110566400,40.92,#N/A,0.99,#N/A,#N/A,#N/A,129.6737,NO
SSB,Banks - Regional,Financial Services,15.46,12.86,2.13,107.33,11.2,13.33,NYQ,96.521,7360932864,26.99,#N/A,0.24,#N/A,#N/A,#N/A,84.8047,YES
SSD,Lumber & Wood Production,Basic Materials,23.95,20.37,0.59,192.33,3.29,3.88,NYQ,186.195,7845213696,33.6,#N/A,0.09,#N/A,#N/A,#N/A,183.2179,YES
SSNC,Software - Application,Technology,27.41,13.18,1.3,82.14,8.18,9.48,NMS,75.93,18634739712,18.59,#N/A,0.38,#N/A,#N/A,#N/A,65.80835,YES
SSP,Broadcasting,Communication Services,0,-6.61,0,7.95,185.46,185.46,NMS,2.785,238976896,95.29,#N/A,2.24,#N/A,#N/A,#N/A,3.7457,NO
SSRM,Gold,Basic Materials,0,14.89,4.49,6.1,-2.48,2.01,NMS,6.255,1269640704,57.35,#N/A,0.03,#N/A,#N/A,#N/A,5.7165,YES
SSSS,Asset Management,Financial Services,0,0,0,6.67,42.22,42.22,NMS,4.69,109759712,47.13,#N/A,0.79,#N/A,#N/A,#N/A,4.0283,YES
SSTK,Internet Content & Information,Communication Services,22.54,5.93,3.96,53.25,80.37,84.33,NYQ,29.5225,1045636736,46.41,#N/A,1.47,#N/A,#N/A,#N/A,40.86875,NO
SSYS,Computer Hardware,Technology,0,24.32,0,11.29,49.73,49.73,NMS,7.54,538546304,57.35,#N/A,0.91,#N/A,#N/A,#N/A,9.81485,NO
ST,Scientific & Technical Instruments,Technology,590.5,9.35,1.33,42.9,21.08,22.41,NYQ,35.43,5348442112,30.93,#N/A,0.45,#N/A,#N/A,#N/A,36.83775,NO
STAA,Medical Instruments & Supplies,Healthcare,92.85,35.71,0,49.54,61.68,61.68,NGM,30.64,1507126400,57.27,#N/A,0.88,#N/A,#N/A,#N/A,37.659,NO
STAG,REIT - Industrial,Real Estate,36.22,41.87,3.84,42.36,12.41,16.25,NYQ,37.685,7012262912,20.1,#N/A,0.76,#N/A,#N/A,#N/A,37.56905,YES
STC,Insurance - Property & Casualty,Financial Services,43.51,12.06,2.84,79.5,17.14,19.98,NYQ,67.87,1881071616,35.22,#N/A,0.58,#N/A,#N/A,#N/A,65.2073,YES
STE,Medical Devices,Healthcare,39.21,22,1.02,247.3,11.62,12.64,NYQ,221.55,21848530944,23.35,XLV,0.33,S&P 500,#N/A,#N/A,225.9463,NO
STGW,Advertising Agencies,Communication Services,0,7.78,0,7.86,18.73,18.73,NMS,6.62,1740941824,45.07,#N/A,0.28,#N/A,#N/A,#N/A,6.55575,YES
STKL,Beverages - Non-Alcoholic,Consumer Defensive,0,26.98,0,9.5,60.07,60.07,NMS,5.935,693807424,48.1,#N/A,1.11,#N/A,#N/A,#N/A,5.99145,NO
STLD,Steel,Basic Materials,11.96,13.29,1.35,134.55,1.15,2.5,NMS,133.02,20526929920,32.05,XLB,0.08,S&P 500,#N/A,#N/A,127.1822,YES
STM,Semiconductors,Technology,7.21,12.34,1.29,39.19,43.11,44.4,NYQ,27.385,24675547136,41.04,#N/A,0.86,#N/A,#N/A,#N/A,38.906,NO
STN,Engineering & Construction,Industrials,38.08,23.57,0.73,93.01,10.61,11.34,NYQ,84.085,9599731712,25.2,#N/A,0.45,#N/A,#N/A,#N/A,82.19625,YES
STNG,Oil & Gas Midstream,Energy,5.21,5.65,2.39,91.8,37.78,40.17,NYQ,66.63,3381176832,37.55,#N/A,1.05,#N/A,#N/A,#N/A,72.4119,NO
STRA,Education & Training Services,Consumer Defensive,17.67,15.45,2.72,126.67,47.17,49.89,NMS,86.07,2119917184,29.71,#N/A,1.33,#N/A,#N/A,#N/A,102.30705,NO
STRL,Engineering & Construction,Industrials,31.64,27,0,141.33,-14.01,-14.01,NMS,164.36,5051275776,47.36,#N/A,-0.23,#N/A,#N/A,#N/A,111.58635,YES
STT,Asset Management,Financial Services,14.11,9.64,3.32,98.5,9.38,12.7,NYQ,90.05,26491901952,22.35,XLF,0.49,S&P 500,#N/A,#N/A,77.9586,YES
STWD,REIT - Mortgage,Real Estate,18,10.01,9.45,23,16.19,25.64,NYQ,19.795,6861243904,16.74,#N/A,1.23,#N/A,#N/A,#N/A,19.8871,NO
STX,Computer Hardware,Technology,70.72,12.22,2.5,116.01,3.78,6.28,NMS,111.78,23496998912,26.94,#N/A,0.14,S&P 500,#N/A,#N/A,95.81105,YES
STXS,Medical Instruments & Supplies,Healthcare,0,-10.86,0,4.5,130.18,130.18,ASE,1.955,165503072,87.19,#N/A,1.21,#N/A,#N/A,#N/A,2.19255,NO
STZ,Beverages - Brewers,Consumer Defensive,76.18,15.77,1.67,291.47,21.87,23.54,NYQ,239.16,43421069312,22.58,XLP,1.1,S&P 500,#N/A,#N/A,252.2039,NO
SU,Oil & Gas Integrated,Energy,9.23,12.05,4.15,43.21,10.7,14.85,NYQ,39.035,49625583616,27.51,#N/A,0.52,#N/A,#N/A,#N/A,37.2193,YES
SUI,REIT - Residential,Real Estate,257.89,60.88,2.76,146.38,9.38,12.14,NYQ,133.83,17364516864,28.61,#N/A,0.41,#N/A,#N/A,#N/A,126.9636,YES
SUP,Auto Parts,Consumer Cyclical,0,3.92,0,6,109.42,109.42,NYQ,2.865,82758680,75.83,#N/A,1.79,#N/A,#N/A,#N/A,3.2935,NO
SUPN,Drug Manufacturers - Specialty & Generic,Healthcare,375.22,18.55,0,39.25,16.23,16.23,NGM,33.77,1860909440,95.42,#N/A,0.33,#N/A,#N/A,#N/A,30.21465,YES
SVC,REIT - Hotel & Motel,Real Estate,0,-3.88,1.15,5.83,63.76,64.91,NMS,3.56,591394240,75.62,#N/A,1.55,#N/A,#N/A,#N/A,5.8965,NO
SVM,Silver,Basic Materials,18.44,13.46,0.49,5.52,10.95,11.44,ASE,4.975,1078420736,56.53,#N/A,0.21,#N/A,#N/A,#N/A,3.4084,YES
SW,Packaging & Containers,Consumer Cyclical,0,11.28,4.37,57.07,28.13,32.5,NYQ,44.54,23130691584,28.71,#N/A,0.94,S&P 500,#N/A,#N/A,45.536533,NO
SWBI,Aerospace & Defense,Industrials,18.05,10.6,3.8,18.67,39.8,43.6,NMS,13.355,599675264,47.54,#N/A,0.97,#N/A,#N/A,#N/A,14.9714,NO
SWK,Tools & Accessories,Industrials,0,18.36,3.08,112.03,6.12,9.2,NYQ,105.57,16258070528,25.67,#N/A,0.22,S&P 500,#N/A,#N/A,93.10565,YES
SWKS,Semiconductors,Technology,20,15.09,2.84,114.14,17.86,20.7,NMS,96.84,15470092288,40.16,#N/A,0.53,S&P 500,#N/A,#N/A,102.7122,NO
SWX,Utilities - Regulated Gas,Utilities,29.21,20.03,3.33,75.67,2.65,5.98,NYQ,73.72,5288006144,21.72,#N/A,0.21,#N/A,#N/A,#N/A,71.02235,YES
SXC,Coking Coal,Basic Materials,11.47,12.3,5.48,12,41.26,46.74,NYQ,8.495,713523200,53,#N/A,1.47,#N/A,#N/A,#N/A,10.00515,NO
SXI,Specialty Industrial Machinery,Industrials,28.62,20.14,0.67,199,12.51,13.18,NYQ,176.87,2105513472,39.14,#N/A,0.43,#N/A,#N/A,#N/A,169.2455,YES
SXT,Specialty Chemicals,Basic Materials,37.26,22.45,2.08,86.5,12.15,14.23,NYQ,77.13,3272605952,36.83,#N/A,0.39,#N/A,#N/A,#N/A,71.9525,YES
SYBT,Banks - Regional,Financial Services,17.87,16.62,1.89,63.9,0.27,2.16,NMS,63.73,1872107520,71.41,#N/A,0.03,#N/A,#N/A,#N/A,51.431,YES
SYF,Credit Services,Financial Services,7.23,8.91,1.79,59.89,7.58,9.37,NYQ,55.67,21666762752,33.27,#N/A,0.26,S&P 500,#N/A,#N/A,44.70175,YES
SYK,Medical Devices,Healthcare,40.81,27.22,0.87,380.25,3.75,4.62,NYQ,366.5,1.39553E+11,20.96,XLV,0.18,S&P 500,#N/A,#N/A,341.73334,YES
SYNA,Semiconductors,Technology,22.53,12.23,0,102.14,43.47,43.47,NMS,71.195,2842161408,44.72,#N/A,0.78,#N/A,#N/A,#N/A,90.33935,NO
SYY,Food Distribution,Consumer Defensive,19.21,15.01,2.7,85.02,13.77,16.47,NYQ,74.73,36712673280,19.43,XLP,0.71,S&P 500,#N/A,#N/A,76.16695,NO
T,Telecom Services,Communication Services,12.45,9.54,5.08,22.03,1.73,6.81,NYQ,21.655,1.55272E+11,21.96,XLC,0.25,S&P 500,#N/A,#N/A,18.40295,YES
TAC,Utilities - Independent Power Producers,Utilities,7.42,33.05,1.69,10.86,6,7.69,NYQ,10.245,3054124032,37.38,#N/A,0.17,#N/A,#N/A,#N/A,7.63055,YES
TACT,Computer Hardware,Technology,0,-109.38,0,6.75,54.29,54.29,NGM,4.375,43742608,70.63,#N/A,0.77,#N/A,#N/A,#N/A,5.0086,NO
TAL,Education & Training Services,Consumer Defensive,138.13,24.57,0,13.72,24.16,24.16,NYQ,11.05,6680348672,58.42,#N/A,0.38,#N/A,#N/A,#N/A,11.11715,NO
TAP,Beverages - Brewers,Consumer Defensive,10.25,9.57,3.14,60.05,7.51,10.65,NYQ,55.855,11581297664,22.11,XLP,0.37,S&P 500,#N/A,#N/A,57.93325,NO
TBBK,Banks - Regional,Financial Services,14.64,10.7,0,59,5.3,5.3,NMS,56.03,2757370880,61.6,#N/A,0.09,#N/A,#N/A,#N/A,41.45255,YES
TBI,Staffing & Employment Services,Industrials,0,123.21,0,11.67,57.86,57.86,NYQ,7.3925,220571408,55.63,#N/A,0.97,#N/A,#N/A,#N/A,10.6099,NO
TBNK,Banks - Regional,Financial Services,0,61.12,0.37,11.67,12.21,12.58,NMS,10.4,82863144,35.63,#N/A,0.35,#N/A,#N/A,#N/A,9.0325,YES
TBRG,Health Information Services,Healthcare,0,12.3,0,12.2,-5.5,-5.5,NMS,12.91,193137472,67.7,#N/A,-0.09,#N/A,#N/A,#N/A,10.31755,YES
TCBI,Banks - Regional,Financial Services,383.25,14.18,0,79.29,3.43,3.43,NMS,76.66,3542126848,35.1,#N/A,0.07,#N/A,#N/A,#N/A,62.603,YES
TCBK,Banks - Regional,Financial Services,12.73,12.58,2.94,50.17,15.93,18.87,NMS,43.275,1428267008,60.22,#N/A,0.31,#N/A,#N/A,#N/A,38.86455,YES
TCOM,Travel Services,Consumer Cyclical,20.77,16.56,0,66.41,9.89,9.89,NMS,60.435,40097837056,50.26,#N/A,0.2,#N/A,#N/A,#N/A,47.2943,YES
TCPC,Asset Management,Financial Services,0,5.83,16.39,8.67,4.08,20.47,NMS,8.33,712973888,33.44,#N/A,0.67,#N/A,#N/A,#N/A,10.2427,NO
TDC,Software - Infrastructure,Technology,50.38,13.11,0,37.67,16.84,16.84,NYQ,32.24,3096822272,30.5,#N/A,0.38,#N/A,#N/A,#N/A,35.1428,NO
TDG,Aerospace & Defense,Industrials,51.14,35.23,0,1486.68,7.27,7.27,NYQ,1385.92,77742907392,27.36,XLI,0.23,S&P 500,#N/A,#N/A,1251.2155,YES
TDS,Telecom Services,Communication Services,0,-166.65,0.55,21,-25.91,-25.36,NYQ,28.345,3225823744,42.82,#N/A,-0.39,#N/A,#N/A,#N/A,19.37305,YES
TDW,Oil & Gas Equipment & Services,Energy,20.79,7.79,0,117.67,86.63,86.63,NYQ,63.05,3309588992,54.21,#N/A,1.5,#N/A,#N/A,#N/A,85.7497,NO
TDY,Scientific & Technical Instruments,Technology,24.3,20.73,0,480.79,7.81,7.81,NYQ,445.965,20864114688,21.43,#N/A,0.36,S&P 500,#N/A,#N/A,414.997,YES
TEAM,Software - Application,Technology,0,47.87,0,218.05,12.47,12.47,NMS,193.87,50411626496,31.08,#N/A,0.2,#N/A,#N/A,Nasdaq 100,185.50568,YES
TECH,Biotechnology,Healthcare,66.79,32.17,0.45,83.32,18.81,19.26,NMS,70.13,11125843968,41.96,#N/A,0.47,S&P 500,#N/A,#N/A,73.4724,NO
TECK,Other Industrial Metals & Mining,Basic Materials,24.51,22.32,0.74,57.9,16.35,17.09,NYQ,49.765,25886607360,35.91,#N/A,0.41,#N/A,#N/A,#N/A,46.1247,YES
TEL,Electronic Components,Technology,13.18,17.93,1.75,170.65,15.93,17.68,NYQ,147.195,44735361024,23.47,XLK,0.68,S&P 500,#N/A,#N/A,145.7256,YES
TER,Semiconductor Equipment & Materials,Technology,41.31,26.83,0.38,142.42,13.41,13.79,NMS,125.585,20490010624,36.49,XLK,0.25,S&P 500,#N/A,#N/A,122.94665,YES
TEVA,Drug Manufacturers - Specialty & Generic,Healthcare,0,6.59,0,21.14,16.25,16.25,NYQ,18.185,20601966592,37.08,#N/A,0.36,#N/A,#N/A,#N/A,15.4214,YES
TEX,Farm & Heavy Construction Machinery,Industrials,7.4,9.8,1.21,58.5,8.29,9.5,NYQ,54.02,3613937920,40.82,#N/A,0.22,#N/A,#N/A,#N/A,57.4518,NO
TFC,Banks - Regional,Financial Services,0,10.68,4.76,47.05,11.06,15.82,NYQ,42.365,56739360768,25.48,XLF,0.64,S&P 500,#N/A,#N/A,39.193,YES
TFSL,Banks - Regional,Financial Services,45.48,48.94,8.61,14,10.06,18.67,NMS,12.72,3541711360,84.86,#N/A,0.77,#N/A,#N/A,#N/A,12.9657,NO
TFX,Medical Instruments & Supplies,Healthcare,42.19,15.35,0.57,261.76,10.99,11.56,NYQ,235.85,11112663040,26.56,#N/A,0.44,S&P 500,#N/A,#N/A,227.3117,YES
TGB,Copper,Basic Materials,20,9.6,0,3.24,35,35,ASE,2.4,705248448,61.2,#N/A,0.56,#N/A,#N/A,#N/A,2.1506,YES
TGI,Aerospace & Defense,Industrials,0,18.17,0,14.44,-4.24,-4.24,NYQ,15.08,1166092672,98.31,#N/A,-0.06,#N/A,#N/A,#N/A,14.4624,YES
TGLS,Building Materials,Basic Materials,24.27,18.12,0.56,68.6,-9.22,-8.66,NYQ,75.57,3551533056,42.05,#N/A,-0.17,#N/A,#N/A,#N/A,53.6874,YES
TGNA,Broadcasting,Communication Services,6.7,7.96,2.97,18.63,13.11,16.08,NYQ,16.47,2724664832,31.21,#N/A,0.48,#N/A,#N/A,#N/A,14.60085,YES
TGT,Discount Stores,Consumer Defensive,15.61,14.35,2.86,177.24,17.3,20.16,NYQ,151.1,69607997440,40.93,XLP,0.63,S&P 500,#N/A,#N/A,153.03285,NO
TGTX,Biotechnology,Healthcare,35.44,32.13,0,34.29,42.28,42.28,NCM,24.1,3735554048,62.81,#N/A,0.58,#N/A,#N/A,#N/A,18.2933,YES
THFF,Banks - Regional,Financial Services,9.87,8.32,4.1,46.5,9.31,13.41,NMS,42.54,501508544,33.73,#N/A,0.26,#N/A,#N/A,#N/A,39.56925,YES
THG,Insurance - Property & Casualty,Financial Services,20.36,11.35,2.19,162.43,6.05,8.24,NYQ,153.16,5508744704,22.05,#N/A,0.34,#N/A,#N/A,#N/A,133.68785,YES
THO,Recreational Vehicles,Consumer Cyclical,22.39,16.8,1.73,105.8,-4.34,-2.61,NYQ,110.595,5842303488,39.87,#N/A,-0.08,#N/A,#N/A,#N/A,105.51055,YES
THR,Specialty Industrial Machinery,Industrials,19.5,12.44,0,40,42.45,42.45,NYQ,28.08,949171392,53.03,#N/A,0.8,#N/A,#N/A,#N/A,30.3916,NO
THRM,Auto Parts,Consumer Cyclical,19.33,11.99,0,68.75,70.3,70.3,NMS,40.37,1264996864,45.26,#N/A,1.38,#N/A,#N/A,#N/A,50.49845,NO
THS,Packaged Foods,Consumer Defensive,0,13.28,0,40.25,-0.17,-0.17,NYQ,40.32,2092608000,41.43,#N/A,0,#N/A,#N/A,#N/A,38.64475,YES
THTX,Biotechnology,Healthcare,0,12.41,0,18,1218.68,1218.68,NCM,1.365,62762700,184.69,#N/A,6.6,#N/A,#N/A,#N/A,1.41115,NO
TILE,Building Products & Equipment,Industrials,17.19,13.52,0.2,24.33,25.03,25.23,NMS,19.46,1132848640,43.33,#N/A,0.6,#N/A,#N/A,#N/A,15.83155,YES
TIPT,Insurance - Specialty,Financial Services,27,0,1.15,0,-100,-98.85,NCM,20,735792000,39.72,#N/A,-2.69,#N/A,#N/A,#N/A,17.878,YES
TJX,Apparel Retail,Consumer Cyclical,27.96,25.11,1.27,128.36,11.17,12.44,NYQ,115.46,1.30241E+11,27.67,XLY,0.58,S&P 500,#N/A,#N/A,105.134,YES
TK,Oil & Gas Midstream,Energy,5.37,0,10.1,0,-100,-89.9,NYQ,8.424,773625664,39.47,#N/A,-2.02,#N/A,#N/A,#N/A,8.26255,YES
TKR,Tools & Accessories,Industrials,17.47,12.37,1.56,92.8,8.39,9.95,NYQ,85.62,5998621184,26.81,#N/A,0.32,#N/A,#N/A,#N/A,83.74585,YES
TLYS,Apparel Retail,Consumer Cyclical,0,-16.21,0,6,42.35,42.35,NYQ,4.215,127090264,54.69,#N/A,0.77,#N/A,#N/A,#N/A,5.9578,NO
TM,Auto Manufacturers,Consumer Cyclical,6.87,7.43,2.19,242.87,43.58,45.77,NYQ,169.15,2.22429E+11,25.81,#N/A,1.48,#N/A,#N/A,#N/A,207.3935,NO
TMO,Diagnostics & Research,Healthcare,36.87,25,0.26,665.93,11.97,12.23,NYQ,594.74,2.27089E+11,20.51,XLV,0.46,S&P 500,#N/A,#N/A,577.6981,YES
TMP,Banks - Regional,Financial Services,60.26,12.43,3.8,68,11.73,15.53,ASE,60.86,876152768,84.38,#N/A,0.46,#N/A,#N/A,#N/A,51.9601,YES
TMUS,Telecom Services,Communication Services,27.87,20.51,1.58,218.5,-1.82,-0.24,NMS,222.55,2.59667E+11,19.9,XLC,-0.01,S&P 500,#N/A,Nasdaq 100,177.03035,YES
TNC,Specialty Industrial Machinery,Industrials,15.84,14.04,1.2,128.5,40.13,41.33,NYQ,91.7,1733353600,54.66,#N/A,1.09,#N/A,#N/A,#N/A,101.98755,NO
TNK,Oil & Gas Midstream,Energy,4.27,3.91,1.8,78.17,42.46,44.26,NYQ,54.87,1885130112,37.01,#N/A,1.11,#N/A,#N/A,#N/A,60.1406,NO
TNL,Travel Services,Consumer Cyclical,8.26,7.22,4.26,52,14.21,18.47,NYQ,45.53,3181863936,28.55,#N/A,0.51,#N/A,#N/A,#N/A,44.1253,YES
TOL,Residential Construction,Consumer Cyclical,10.61,10.5,0.58,156.46,1.95,2.53,NYQ,153.47,15507279872,37.52,#N/A,0.06,#N/A,#N/A,#N/A,124.43615,YES
TPC,Engineering & Construction,Industrials,0,17.62,0,32,3.76,3.76,NYQ,30.84,1615689088,52.79,#N/A,0.06,#N/A,#N/A,#N/A,18.01665,YES
TPL,Oil & Gas E&P,Energy,54.93,0,0.44,565.13,-47.19,-46.75,NYQ,1070.02,24587241472,42.16,#N/A,-1.03,#N/A,#N/A,#N/A,683.708,YES
TPR,Luxury Goods,Consumer Cyclical,12.71,9.44,3.1,48.38,8.79,11.89,NYQ,44.47,10351770624,27.79,XLY,0.22,S&P 500,#N/A,#N/A,42.26025,YES
TPST,Biotechnology,Healthcare,0,-0.76,0,18.6,1671.43,1671.43,NCM,1.05,26468188,183.94,#N/A,10.73,#N/A,#N/A,#N/A,2.778835,NO
TPX,"Furnishings, Fixtures & Appliances",Consumer Cyclical,23.82,17.11,1.03,58.38,17.23,18.26,NYQ,49.8,8645114880,30.28,#N/A,0.51,#N/A,#N/A,#N/A,51.2373,NO
TR,Confectioners,Consumer Defensive,22.47,0,1.19,0,-100,-98.81,NYQ,29.88,2203799296,35.99,#N/A,-3.45,#N/A,#N/A,#N/A,30.652407,NO
TRAK,Software - Application,Technology,67.5,50.19,0.33,24,22.61,22.94,NYQ,19.575,357167424,48.81,#N/A,0.46,#N/A,#N/A,#N/A,16.12905,YES
TRC,Conglomerates,Industrials,408.88,0,0,26.25,60.5,60.5,NYQ,16.355,438554400,31.93,#N/A,2.07,#N/A,#N/A,#N/A,16.85985,NO
TREE,Financial Conglomerates,Financial Services,0,14.82,0,62.57,9.54,9.54,NMS,57.12,760399104,60.62,#N/A,0.13,#N/A,#N/A,#N/A,44.26815,YES
TREX,Building Products & Equipment,Industrials,25.95,28.8,0,79.66,26.85,26.85,NYQ,62.8,6826799616,36.38,#N/A,0.61,#N/A,#N/A,#N/A,80.96935,NO
TRGP,Oil & Gas Midstream,Energy,34.11,20.56,1.84,159.88,-1.32,0.52,NYQ,162.02,35497533440,28.44,XLE,0.02,S&P 500,#N/A,#N/A,121.0215,YES
TRI,Specialty Business Services,Industrials,32.6,39.99,1.28,165.08,-1.52,-0.24,NYQ,167.62,75396161536,26.03,#N/A,-0.01,#N/A,#N/A,#N/A,161.63275,YES
TRIP,Travel Services,Consumer Cyclical,89.76,11.92,0,18.63,22.08,22.08,NMS,15.26,2115615872,43.43,#N/A,0.3,#N/A,#N/A,#N/A,20.01935,NO
TRMB,Scientific & Technical Instruments,Technology,9.85,19.94,0,70.85,17.67,17.67,NMS,60.21,14703763456,28.68,#N/A,0.48,S&P 500,#N/A,#N/A,57.2949,YES
TRMK,Banks - Regional,Financial Services,146.48,10.83,2.65,36,6.86,9.51,NMS,33.69,2062050304,33.39,#N/A,0.29,#N/A,#N/A,#N/A,29.58555,YES
TRN,Railroads,Industrials,16.24,18.31,3.17,34,-1.22,1.95,NYQ,34.42,2837818624,33.21,#N/A,0.05,#N/A,#N/A,#N/A,29.49205,YES
TRNO,REIT - Industrial,Real Estate,35.1,38.55,3.04,72.4,14.59,17.63,NYQ,63.18,6122129408,35.04,#N/A,0.56,#N/A,#N/A,#N/A,62.6503,YES
TRNS,Industrial Distribution,Industrials,76.07,54.69,0,144.75,9.36,9.36,NGM,132.36,1210450688,37.99,#N/A,0.24,#N/A,#N/A,#N/A,116.8204,YES
TROW,Asset Management,Financial Services,13.43,12.37,4.29,111.33,-2.21,2.08,NMS,113.85,25342781440,20.56,XLF,0.07,S&P 500,#N/A,#N/A,111.98545,YES
TROX,Chemicals,Basic Materials,0,10.68,3.48,19.22,40.96,44.44,NYQ,13.635,2153239296,47.27,#N/A,0.85,#N/A,#N/A,#N/A,15.59195,NO
TRP,Oil & Gas Midstream,Energy,19.64,16.91,5.92,45.41,-4.08,1.84,NYQ,47.34,49167294464,21.61,#N/A,0.08,#N/A,#N/A,#N/A,40.71065,YES
TRS,Packaging & Containers,Consumer Cyclical,28.53,15.36,0.56,34.15,22.05,22.61,NMS,27.98,1137311488,39.24,#N/A,0.58,#N/A,#N/A,#N/A,25.4975,YES
