Ticker,3/31/14,6/30/14,9/30/14,12/31/14,3/31/15,6/30/15,9/30/15,12/31/15,3/31/16,6/30/16,9/30/16,12/31/16,3/31/17,6/30/17,9/30/17,12/31/17,3/31/18,6/30/18,9/30/18,12/31/18,3/31/19,6/30/19,9/30/19,12/31/19,3/31/20,6/30/20,9/30/20,12/31/20,3/31/21,6/30/21,9/30/21,12/31/21,3/31/22,6/30/22,9/30/22,12/31/22,3/31/23,6/30/23,9/30/23,12/31/23,3/31/24,6/30/24,9/30/24,12/31/24,3/31/25,6/30/25
STCN,-21.55,-7.67,-6.16,3.14,-3.05,-7.15,-11.08,-25.6,-32.09,-12.33,6.25,28.68,-3.43,-0.6,8.34,22.53,-12.56,8.72,-3.3,-19.02,17.47,-8.71,-12.36,-10.25,-45,-31.17,9.44,208.63,9.5,-3.06,4.21,-43.43,14.28,5.47,2.22,-4.35,-20.45,-0.2,-0.82,-1.86,31.2,33.61,26.96,15.7,4.84,-0.27
STGW,-10.54,-5.83,-10.7,18.39,24.78,-30.51,-6.45,17.85,8.66,-22.5,-41.39,-38.9,43.51,5.32,11.11,-11.36,-26.15,-36.11,-9.78,-37.11,-13.79,12,11.9,-1.42,-47.84,43.45,-22.6,55.9,24.3,87.5,31.11,13.04,-16.49,-25,27.99,-10.65,19.48,-2.83,-34.95,41.36,-6.18,-5.41,2.77,11.45,16.56,19.4
STKL,23.65,18.28,-6.25,-10.54,-8.47,-2.59,-51.62,34.38,-35.67,-1.82,63.43,-0.14,-1.42,46.76,-14.71,-10.92,-8.39,18.31,-12.5,-47.76,-9.9,-4.91,-40.12,26.4,-28.92,164.41,56.84,58.99,27.16,-17.39,-28.38,-20.84,-26.04,62.45,8.98,-7.25,-8.77,-13.12,-49.63,62.31,25.59,-19.28,-35.16,-53.41,-44.98,-15.35
STLD,-8.96,0.9,25.96,-12.69,1.82,3.06,-17.06,4.02,25.97,8.84,2,42.38,-2.3,3.02,-3.74,25.12,2.53,3.91,-1.65,-33.53,17.41,-14.37,-1.32,14.23,-33.78,15.75,9.74,28.78,37.67,17.42,-1.88,6.14,34.41,-20.71,7.26,37.7,15.72,-3.65,-1.57,10.15,25.51,18.88,12.53,16.73,16.52,20.88
STM,14.63,-1.85,-15.22,-2.1,25.03,-9.1,-22.61,1.37,-16.97,5.79,39.32,39.26,36.21,-6.99,35.05,12.46,2.06,-0.76,-17.09,-24.32,6.99,18.65,8.12,41.26,-24.86,29.23,11.71,27.17,6.01,-5.41,16.28,12.94,-12.52,-28.91,1.78,14.96,50.38,-6.54,-13.66,16.15,-13.74,-21.42,-23.02,-22.17,-7.73,3.23
STN,-1.48,1.51,5.21,-15.93,-12.84,22.22,-25.03,13.2,2.3,-4.46,-2.93,7.36,2.57,-3.09,10.56,0.72,-11.81,4.06,-3.12,-12.03,8.14,1.44,-7.55,27.65,-9.68,20.7,-1.65,7.02,31.75,4.3,5.2,19.83,-10.86,-12.66,0.09,9.38,21.84,11.66,-0.54,23.62,3.55,28.10,15.87,-5.74,-9.83,-9.84
STNG,-15.44,2.01,-18.29,4.57,8.4,7.11,-9.12,-12.54,-27.31,-27.96,10.24,-2.16,-1.99,-10.59,-13.6,-11.08,-35.74,43.37,-28.47,-12.44,12.73,48.79,0.81,32.19,-51.4,-33,-13.58,1.08,64.97,19.45,-15.92,-30.91,66.9,61.41,21.82,27.9,4.72,-16.13,14.59,12.34,17.68,72.12,64.47,41.22,25.75,16.89
STRA,34.7,13.09,14.04,24.05,-28.1,-19.3,27.54,9.37,-18.91,0.78,-4.99,72.73,-0.17,15.82,-6.38,2.65,12.8,11.84,21.25,-17.23,15.77,35.56,-23.66,16.94,-12.05,9.94,-40.47,4.22,-3.59,-17.25,-7.31,-17.96,14.76,6.33,-12.99,27.54,14.7,-24.48,10.92,22.75,12.72,63.12,49.82,45.83,39.65,28.87
STRL,-26.09,8.19,-18.23,-16.69,-29.26,-11.5,2.75,47.93,-15.3,-4.66,57.64,9.3,9.34,41.3,16.53,6.89,-29.61,13.7,9.9,-23.95,14.97,7.19,-2.01,7.07,-32.53,10.21,35.24,31.43,24.66,4.01,-6.05,16.01,1.9,-18.21,-2.05,52.77,15.49,47.31,31.68,19.67,25.45,112.08,67.3,42.63,13.58,7.29
STRM,-17.22,0,-21.8,2.81,-43.78,14.16,-24.42,-14.87,-11.45,-0.68,19.86,-16,-3.4,-25.35,60.38,4.71,-19.1,-13.19,-26.4,34.78,-19.35,35,-7.04,-12.35,-11.82,27.84,12.1,33.09,14.05,-23.22,1.23,-16.46,10.95,1.32,16.88,20,-18.52,-23.86,-67.84,-9.51,-23.33,-61.49,-31.85,-7.21,5.75,8.24
STRR,-7.3,3.79,10.39,10.94,4.13,-4.41,-13.82,54.81,-14.34,3.83,-0.97,-1.96,6,-23.58,-14.81,-25.36,-39.81,0,-3.23,-62,59.95,-24.21,-35.17,-41.96,52.69,-29.47,-11.07,44.18,-13.09,-0.64,-12.34,-6.17,-55.69,-17.7,7.05,-14.14,8.77,12.93,-6.67,6.63,-15.06,-13.52,-28.66,-51.12,-48.55,-34.5
STRS,1.98,-8.13,-12.77,-1.43,0.22,3.54,6.98,33.22,16.41,-21.17,30.27,34.22,-16.34,7.3,3.06,-1.98,1.68,1.16,0.16,-21.63,10.13,22.79,-9.44,5.48,-42.9,11.98,8.83,18.27,19.61,-19.11,31.13,13.04,17.8,-25.2,-27.7,-17.21,3.68,31.25,4.38,5.33,-20.89,-3.92,-0.54,-5.13,0.06,6.13
STRT,59.95,-6.98,24.87,2.57,-14.08,-3.36,-12.48,-7.69,4.42,-28.58,-16.61,14.16,-31.02,27.34,15.54,6.48,-15.15,-17.32,16.69,-16.27,-1.57,-17.97,-17.63,10.83,-34.09,13.03,20.13,161.05,-13.29,-1.03,-13.51,-2.1,-0.48,-11.22,-36.97,-1.2,10.71,-20.26,26.26,10.64,-6.35,37.82,32.75,33.86,32.25,19.83
STT,-5.23,-3.29,9.44,6.64,-6.33,4.72,-12.71,-1.26,-11.81,-7.86,29.14,11.62,2.43,12.71,6.47,2.17,2.17,-6.66,-10,-24.72,4.34,-14.82,5.58,33.64,-32.65,19.3,-6.64,22.67,15.43,-2.06,2.97,9.77,-6.32,-29.24,-1.36,27.56,-2.42,-3.32,-8.5,15.68,-0.18,1.12,-6.01,-6.14,-7.31,-2.99
STWD,-14.84,0.76,-7.61,5.83,4.56,-11.23,-4.87,0.19,-7.93,9.46,8.69,-2.53,2.87,-0.84,-2.99,-1.7,-1.87,3.63,-0.88,-8.41,13.39,1.66,6.6,2.64,-58.77,45.95,0.87,27.9,28.19,5.78,-6.73,-0.45,-0.53,-13.57,-12.78,0.6,-3.49,9.67,-0.26,8.63,-3.28,-2.37,5.78,-5.99,-7.28,-5.06
STX,-1.33,3.64,-1.48,17.72,-20.55,-8.2,-10.32,-15.1,-8.1,-28.67,60.42,-0.99,20.33,-15.63,-14.4,26.14,39.87,-3.5,-16.15,-19.01,24.88,-1.61,13.92,9.74,-22.32,3.45,2.96,27.53,26.27,10.88,-3.01,33.85,-20.85,-22.74,-22.96,-1.16,25.68,-6.43,6.59,29.45,9,66.91,40.56,16.04,24.89,13.1
STXS,17.4,-16.47,-34.65,-36.21,38.51,-29.76,-35.42,-20.43,48.65,-10.91,-11.22,-25.29,-12.31,1.75,41.38,-2.44,-16.88,15.79,57.14,-14.05,87.5,48.72,21.03,50.71,-42.91,47.68,-19.73,42.18,32.02,43.45,-44.19,15.24,-39.84,-50.67,-2.17,15,-1.45,-25,3.27,10.76,49.14,18.95,23.5,24.91,14.59,11.87
STZ,15.08,3.83,3.52,10.69,19,2.76,8.58,9.58,0.83,8.29,7.12,-7.87,5.07,15.07,9.49,8.74,-0.97,3.53,-6.67,-5.98,-13.59,4.31,15.71,-8.87,-7.35,0.19,6.82,11.58,4.03,11.95,-11.92,6.72,-4.31,13.84,0.24,4.59,-13.08,8.61,7.24,-7.7,3.34,2.99,0.79,-1.89,-4.76,2.85
SU,-0.26,21.94,-15.2,-12.09,-7.96,-5.91,-2.91,-3.44,7.79,-0.29,0.18,17.67,-5.93,-5.04,19.97,4.82,-5.94,17.78,-4.89,-27.71,15.95,-3.92,1.35,3.86,-51.83,6.71,-27.46,37.2,24.55,14.69,-13.48,20.68,30.2,7.61,-19.73,12.72,-2.14,-5.57,17.26,-6.81,15.2,29.95,22.26,20.73,18.49,14.39
SUI,5.75,10.53,1.32,19.72,10.35,-7.33,9.59,1.14,4.49,7.02,2.4,-2.38,4.86,9.16,-2.29,8.29,-1.52,7.12,3.74,0.17,16.53,8.16,15.8,1.11,-16.82,8.67,3.63,8.06,-1.26,14.24,7.99,13.44,-16.52,-9.09,-15.08,5.67,-1.48,-7.4,-9.29,12.94,-3.79,-7.76,-5.28,0.85,6.67,9.03
SUPN,18.57,22.48,-20.64,-4.49,45.66,40.45,-17.37,-4.21,13.47,33.57,21.4,2.1,23.96,37.7,-7.19,-0.38,14.93,30.68,-15.87,-34.02,5.48,-5.57,-16.95,-13.68,-24.16,32.02,-12.25,20.73,4.05,17.61,-13.38,9.34,10.84,-10.52,17.05,5.38,1.57,-17.03,-8.28,4.97,17.86,-11.01,-9.81,-2.68,-1.46,2.8
SVC,6.25,5.85,-11.68,15.46,6.42,-12.64,-11.24,2.23,1.57,8.43,3.19,6.8,-0.66,-7.55,-2.26,4.77,-15.11,12.9,0.8,-17.2,10.18,-4.98,3.16,-5.66,-77.81,31.3,12.13,44.53,3.22,6.24,-11.03,-21.59,0.46,-40.77,-0.76,40.46,36.63,-12.75,-11.51,11.05,-20.61,-40.85,-51.38,-33.77,-17.17,4.96
SVM,-14.85,8.72,-25,-18.24,-9.23,-8.47,-39.81,0,0,0,0,0,0,393.85,-15.89,-2.96,2.67,-0.74,-7.49,-14.98,21.43,-3.53,58.13,45.76,-42.33,64.22,34.82,-7.6,-26.61,11.81,-30.6,-1.31,-3.72,-31.49,-6.05,27.04,29.05,-26.18,-16.67,11.91,23.95,19.15,29.35,28.87,33.92,23.88
SVT,-4.38,-10.15,11.14,-16.08,6.16,-3.48,8.42,15.81,-11.26,33.05,13.95,-10.36,10.33,-15.57,-8.64,29.91,-11.08,-7.47,18.34,-8.21,22.34,-21.14,3.12,1.62,-32.5,11.93,2.5,8.99,0.94,-0.35,35.95,9.22,15.57,-23.23,0.18,-6.3,0.38,29.72,-19.93,13.53,10,-13.45,5.61,4.86,-3.32,14.59
SWBI,17.27,-19.54,-17.73,21.06,20.85,9.12,10.11,20.72,1.25,34.91,-10.25,-19.41,3.99,-6.68,-30.67,-16.75,-7.8,-13.91,44.46,-11.77,-18.39,-2.13,-26.56,33.05,0.48,152.4,-30.56,-0.18,5.07,34.77,-8.32,-20.56,-19.61,5.97,-22.41,-1.86,8.48,5.91,15.71,-11.34,29.94,30.01,29.24,32.3,30.38,30.83
SWK,-0.4,9.11,2.49,6.42,-0.43,12.66,-9.52,9.51,-0.08,5.33,9.49,-6.74,15.85,5.92,7.28,12.4,-9.72,-13.31,10.26,-18.85,14.59,6.2,-1.05,15.94,-41.74,40.98,17.36,11.65,12.38,3.63,-15.91,7.86,-25.3,-23.85,-29.9,-0.12,7.27,16.29,-10.81,17.37,-0.17,-14.75,-5.08,-17.61,-21.67,-7.57
SWKH,-7.08,11.43,23.93,-8.97,19.7,3.16,-11.04,-23.45,-9.91,2.9,-5.15,6.56,0.48,5.74,1.63,-2.94,-0.92,-7.41,-4.6,-0.42,7.37,-3.92,31.12,-6.61,-6.67,6.96,16.86,2.79,1.04,20.7,3.53,8.04,-14.01,3.5,-2.69,3.76,1.25,-6.27,-5.91,11.3,-0.63,1.49,3.51,3.7,4.33,3.77
SWKS,32.64,24.69,19.95,32.71,31.63,8.64,-19.83,-8.6,1.76,-19.93,21.63,-1.94,31.23,-2.07,6.2,-6.82,5.59,-3.6,-6.15,-25.9,22.7,-6.32,0.26,57.85,-28.78,44.51,16.67,4.12,22.78,1.93,-14.32,-5.36,-14.9,-30.99,-6.42,6.87,29.46,-6.18,-10.93,14.03,-3.65,-3.71,2.51,2.3,14.24,19.81
SWN,16.98,-1.13,-23.17,-21.92,-15.02,-1.98,-44.17,-43.97,13.5,55.89,10.02,-21.82,-24.49,-25.58,0.49,-8.67,-22.4,22.4,-3.58,-33.27,37.54,-32.62,-38.92,25.39,-30.17,51.48,-8.2,26.81,56.04,21.94,-2.29,-15.88,53.86,-12.83,-2.08,-4.41,-14.53,20.2,7.32,1.55,15.73,11.98,13.08,10.43,12.31,13.87
SWX,-4.4,-1.23,-7.97,27.23,-5.89,-8.53,9.6,-5.42,19.38,19.53,-11.24,9.68,8.21,-11.88,6.24,3.68,-15.97,12.78,3.62,-3.2,7.53,8.95,1.58,-16.55,-8.44,-0.73,-8.62,-3.72,13.1,-3.67,1.04,4.74,11.76,11.23,-19.9,-11.28,0.92,1.92,-5.09,4.87,20.17,10.57,12.1,15.04,3.6,2.68
SXC,0.13,-5.87,4.42,-13.85,-22.75,-12.99,-40.15,-55.4,87.32,-10.46,37.8,41.4,-20.99,21.65,-16.15,31.18,-10.26,24.54,-13.28,-26.42,-0.7,4.59,-36.49,10.46,-38.2,-23.12,15.54,27.19,61.15,1.85,-12.04,4.94,35.2,-23.57,-14.68,48.54,4.06,-12.36,28.97,5.81,4.93,24.52,3.66,5.36,4.58,6.35
SXI,-14.79,39.01,-0.46,4.21,6.3,-2.68,-5.73,10.35,-6.42,6.19,12.39,-5.41,14,-9.44,17.09,-4.1,-6.38,7.18,2.01,-35.56,9.26,-0.35,-0.27,8.79,-38.22,17.4,2.87,30.95,23.28,-0.69,4.21,11.88,-9.71,-15.15,-3.69,25.43,19.56,15.54,2.98,8.71,15.05,13.91,-13.44,-12.76,-9.53,-3.2
SXT,16.26,-1.22,-6.05,15.26,14.15,-0.78,-10.3,2.48,1.02,11.94,6.7,3.67,0.87,1.6,-4.48,-4.9,-3.51,1.37,6.93,-27,21.38,8.39,-6.57,-3.73,-34.17,19.88,10.7,27.76,5.73,10.97,5.22,9.86,-16.1,-4.04,-13.93,5.16,4.99,-7.09,-17.78,12.86,4.83,4.30,10.35,18.94,25.12,24.75
SYBT,-0.88,-5.5,0.67,10.76,3.27,9.76,-3.81,3.96,1.96,9.9,16.76,42.45,-13.42,-4.31,-2.31,-0.79,-6.9,8.69,-4.85,-9.64,3.08,6.92,1.49,11.91,-29.54,38.96,-15.32,18.92,26.14,-0.33,15.25,8.92,-17.19,13.08,13.69,-4.46,-15.14,-17.72,-13.4,31.05,-5.01,9.48,34.57,41.04,41.39,34.28
SYK,8.42,3.5,-4.23,16.82,-2.21,3.6,-1.54,-1.23,15.44,11.69,-2.85,2.92,9.88,5.42,2.33,9.03,3.93,4.93,5.22,-11.78,26.01,4.08,5.21,-2.94,-20.7,8.23,15.64,17.6,-0.6,6.63,1.54,1.4,-0.03,-25.59,1.81,20.71,16.76,6.87,-10.43,9.58,19.51,11.52,6.38,7.23,7.42,10.87
SYNA,15.85,48.92,-18.1,-5.96,18.11,6.17,-4.39,-2.65,-0.75,-34.51,12.18,-8.54,-7.6,21.17,-34.69,1.94,14.5,10.15,-9.43,-18.43,6.83,-26.69,37.1,64.63,-12.01,-2.78,39.03,10.14,58.92,7.79,27.14,48.31,-21.83,-40.8,-21.61,-6.74,15.4,-25.3,10.2,27.55,-14.48,8.67,28.91,16.41,15.66,24.16
SYPR,-9.48,111.55,-40.78,-23.34,-21.05,-29.52,-18.92,-9.17,-8.26,-13,18.39,-14.56,20.45,55.66,-12.73,-4.17,18.12,0.61,-17.07,-42.65,38.46,-28.24,27.1,-20.81,-23.72,31.09,39.74,39.45,126.97,12.61,-10.68,-29.11,5.28,-13.9,-16.59,10.11,-3.81,3.55,-6.57,6.51,-21.67,-5.88,6.32,14.22,21.84,26.1
SYY,-2.28,5.2,-0.85,8.15,-5.99,0.55,3.54,3.95,11.96,9.71,-3.39,12.98,-6.23,-3.06,7.19,12.57,-1.27,13.89,7.26,-14.98,7.19,5.93,11.52,8.71,-41.16,3.67,18.57,16.79,11.34,-5.01,5.52,-2.81,4.91,4.74,-18.08,8.12,1.02,-3.92,-10.98,10.72,11.01,-3.79,4.31,7.84,7.81,10.25
T,-0.26,0.83,-0.34,-4.68,-2.8,8.79,-8.28,5.62,13.83,10.31,-6.02,4.73,-2.3,-9.19,3.82,-0.74,-8.31,-9.93,4.58,-15.01,9.88,6.86,12.92,3.28,-25.41,3.7,-5.69,0.88,5.25,-4.92,-6.15,-8.92,-3.94,-11.3,-26.81,20.01,4.56,-17.14,-5.83,11.72,4.89,19.81,10.26,16.55,13.73,5.38
TAC,-8.2,5.41,-14.43,-13.71,2.65,-16.67,-40,-23.87,31.36,12.26,-14.75,23.6,6.36,9.4,-8.59,1.71,-8.4,-8.26,12.56,-26.79,78.16,-11.31,-0.15,10.15,-26.82,13.17,3.71,23.41,24.64,5.5,5.81,5.3,-6.83,10.04,-22.54,1.59,-2.45,6.97,-7.05,-4.48,-22.62,-24.36,10.11,68.03,24.29,48.96
TACT,-8.3,-9.83,-34.94,-18.84,8.04,13.03,35.63,-5.19,-5.24,-1.47,-6.73,-11.76,22.73,4.32,15.38,35.9,-1.51,-4.21,15.2,-37.64,1.78,23.19,7.9,-9.71,-71.65,47.27,9.17,42,53.1,26.31,1.24,-21.58,-35.23,-43.63,-8.29,73.15,-2.06,44.75,-28.35,8.72,-24.93,-57.92,-43.43,-14.2,12.32,37.65
TAIT,0,-3.81,3.47,-4.98,0.7,-2,1.02,-1.11,-6.03,13.04,10.58,4.35,-0.83,36.55,-3.26,6.87,-9.76,11.48,17.75,-13.07,52.02,21.67,-11.56,0.35,-21.48,17.94,-8.75,35.42,25.23,23.83,-24.21,5.5,-2.98,-6.65,5.75,-9.84,3.45,14.78,-14.57,0,-7.65,-35.87,-18.57,-11.15,-0.09,13.05
TAL,20.41,-3.06,48.75,-10.18,0,17.91,-15.32,43.58,14.21,6.2,11.87,28.06,12.99,34.69,56.76,-8.38,35.44,12.45,-30.29,-5.17,26.83,-3.34,3.55,24.22,22.89,3.81,30.73,-5.08,10.68,-48.45,-86.69,-2.63,-45.17,44.37,40.98,3.29,17.76,-22.76,29.83,77.73,16.76,109.21,115.49,82.32,65.87,50.7
TAP,4.83,25.99,0.38,0.11,-0.09,-6.23,18.92,13.13,2.41,5.15,8.57,-11.38,-1.64,-9.79,-5.44,0.53,-8.21,-9.68,-9.61,-8.68,6.21,-6.12,2.68,-6.26,-27.63,-11.92,-2.33,34.65,13.19,4.97,-13.62,-0.06,15.17,2.12,-11.96,7.36,0.31,27.4,-3.42,-3.74,9.87,-22.80,3.09,-3.61,-25.31,-3.22
TARO,12.23,26.34,9.71,-3.69,-4.83,1.89,-0.56,8.16,-7.31,1.64,-24.1,-4.74,10.78,-3.91,0.56,-7.08,-5.7,17.17,-15.03,-13.9,27.71,-20.97,-11.67,16.54,-30.4,8.64,-17.51,33.86,0.45,-2.43,-11.58,-21.25,-13.67,-16.41,-17.09,-3.14,-16.25,55.96,-0.58,10.79,1.34,67.00,72.42,66.9,58.92,52.28
TATT,4.77,-12.11,-0.95,-7.99,5.24,-3.27,5.74,2.92,-1.35,-0.14,6.86,12.32,12,4.08,9.8,-6.25,-17.14,-10.92,-10.97,-10.87,-1.17,-6.05,-15.24,4.36,-31.12,13.83,24.49,-8.11,13.47,15.95,-2.18,8.22,1.2,-10.73,4.74,-11.22,16.42,20.75,15.44,18.02,19.31,100.00,80.43,47.65,35.72,23.25
TAYD,6.11,1.61,-3.06,13.67,20.59,9.69,3.57,18.16,-14.29,23.7,12.22,-21.02,-2.16,-8.43,-11.39,6.8,-12.18,-6.9,14.36,4.41,4.2,-13.18,-2.36,-1.29,5.16,-2.15,-14.92,12.73,5.03,7.05,1.94,-9.35,-8.68,-7,9.57,31.52,25.38,10.39,21.19,3.29,54.95,174.50,127.75,79.84,36.54,2.21
TBBK,5.03,-36.68,-27.88,26.78,-17.08,2.77,-17.89,-16.4,-10.2,5.24,6.64,22.43,-35.11,48.63,9.1,19.47,9.31,-3.15,-8.32,-17,1.51,10.4,10.99,31.01,-53.2,61.45,-11.84,57.99,51.79,11.05,10.6,-0.55,11.93,-31.1,12.6,29.12,-1.87,17.24,5.67,11.77,-13.23,15.65,2.99,1.76,2.21,4.63
TBI,11.07,-4.55,-7.39,-11,9.05,25.06,-25.09,14.56,-7.96,-25.08,25.05,7.83,10.95,-3.11,-15.28,22.49,-5.82,4.05,-3.34,-16.24,8.34,-6.68,-4.35,11.94,-45.94,14.72,4.71,25.03,13.71,35.35,-5.15,-1.25,6.26,-39.93,10.54,-1.49,-11.13,3.57,-18.65,6.6,-18.38,-41.78,-19.23,-7.3,2.31,19.95
TBNK,-6.9,-3.33,-2.83,6.21,10.26,2.1,7.34,6.53,-6.06,1.57,8.27,14.58,-5.09,0.06,1.22,-2.22,-3.92,4.52,-4.68,-12.08,3.58,14.83,-7.51,8.26,-20.65,-3.1,-14.96,18.78,10.11,-1.85,-2.27,-0.51,-4.95,-13.13,-11.08,29.5,-19.58,-36.41,-25.98,22.66,-27.71,-34.04,-36.67,-37.51,-44.31,-48.28
TCBI,4.41,-16.92,6.91,-5.81,-10.45,27.93,-15.75,-5.76,-22.34,21.83,17.45,42.75,6.44,-7.25,10.85,3.61,1.12,1.78,-9.67,-38.19,6.85,12.42,-10.95,3.88,-60.95,39.24,0.84,91.13,19.19,-10.48,-5.47,0.38,-4.88,-8.15,12.14,2.17,-18.82,5.19,14.37,9.73,-4.77,18.72,19.16,17.15,12.56,11.38
TCBK,-8.6,-10.76,-2.25,9.2,-2.31,-0.33,2.16,11.68,-7.73,9,-3.01,27.68,3.95,-1.07,15.93,-7.09,-1.69,0.62,3.12,-12.51,16.28,-3.79,-3.97,12.42,-26.93,2.11,-19.57,44.06,34.27,-10.11,1.93,-1.01,-6.82,14.01,-2.17,14.2,-18.43,-20.17,-3.52,34.16,-14.41,19.19,22.21,23.69,21.98,12.64
TCI,51.17,-0.21,-29.78,3,8.25,1.79,13.3,-19.91,-3.79,0.5,16.97,3.16,60.34,39.54,1.15,15.15,29.66,-17.63,-4.66,-11.19,10.31,-17.96,21.15,28.44,-48.57,46.37,-16.96,-3.29,-10.74,56.92,18.45,-2.25,-0.18,1.95,1.41,9.49,-4.05,-13.59,-16.41,12.87,8.94,-24.30,-3.85,8.2,14.22,27.57
TCOM,1.61,27.01,-11.37,-19.84,28.84,23.88,-13,46.66,-4.47,-6.91,13.03,-14.11,22.88,9.58,-2.08,-16.38,5.71,2.17,-21.96,-27.2,61.46,-15.52,-20.64,14.51,-30.08,10.53,20.14,8.32,17.49,-10.52,-13.28,-19.93,-6.09,18.73,-0.51,25.96,9.51,-7.09,-0.09,2.97,21.88,34.29,26.22,33.65,37.94,30.21
TCPC,-1.37,10.03,-11.75,4.42,-4.53,-4.56,-11.31,2.73,7.04,2.48,7.2,3.17,3.08,-2.99,-2.43,-7.34,-6.94,1.62,-1.52,-8.36,8.74,0.49,-4.88,3.65,-55.52,46.24,7.33,14.58,23.04,-0.07,-1.81,-0.44,5.85,-12.38,-12.77,18.39,-20.4,5.92,7.61,-1.7,-9.62,-1.01,55.65,-70.63,-36.53,-49.37
TCRT,5.53,-12.01,-34.49,92.05,112.43,11.42,-25,-7.67,-10.71,-26.01,2.55,-4.97,18.5,-1.89,-1.29,-32.57,-5.31,-22.96,5.96,-41.56,105.88,51.43,-26.59,10.28,-48.09,33.88,-23.17,0,42.86,-26.67,-31.06,-40.11,-40.15,90.07,38.71,-62.26,-2.94,-19.05,-74.16,-46.36,70.67,-90.86,-35.34,9.44,26.73,31.87
TCX,-9.64,-3.24,21.98,30.01,-2.11,46.58,-16.91,-8.82,6.4,8.51,31.36,10.16,44.82,4.8,9.44,19.64,-20.06,8.3,-8.08,7.73,35.16,-24.83,-11.24,14.07,-21.88,18.77,20.2,7.24,4.89,3.64,-1.71,6.17,-18.52,-34.83,-15.95,-9.33,-42.66,42.62,-26.42,32.29,-31.26,-30.35,-19.98,-10.18,-2.24,5.91
TDC,8.13,-18.28,4.28,4.2,1.05,-16.18,-21.73,-8.77,-0.68,-4.46,23.65,-12.35,14.54,-5.24,14.58,13.82,3.15,1.21,-6.08,1.72,13.79,-17.87,-13.53,-13.65,-23.46,1.51,9.13,-1.01,71.52,29.66,14.77,-25.95,16.06,-24.91,-16.08,8.37,19.67,32.6,-15.71,-3.35,-11.12,-35.29,-33.52,-19.59,-3.77,11.5
TDG,14.83,-8.97,10.13,8.56,8.88,5.19,-7.31,7.55,-3.08,18.65,10.05,-13.89,-11.57,22.12,-4.92,7.42,11.77,12.45,7.87,-9.94,35.41,6.57,7.62,8.32,-35.63,16,12.83,30.25,-2.45,9.56,-5.57,1.87,4.83,-18.79,-3.11,19.97,17.06,21.32,-5.71,19.98,21.75,42.88,23.65,12.6,6.87,10.87
TDS,1.67,-0.38,-8.23,5.38,-1.39,18.07,-15.1,3.73,16.22,-1.43,-8.36,6.22,-8.17,4.68,0.5,-0.32,0.83,-2.18,10.98,6.93,-5.56,-1.07,-15.13,-1.43,-34.09,18.62,-7.24,0.7,23.64,-1.31,-13.95,3.33,-6.3,-16.37,-11.97,-24.53,0.19,-21.69,122.48,0.22,-12.7,151.88,86.33,60.23,48.62,-21.18
TDY,2.91,1.97,-1.93,9.96,1.03,1.4,-14.28,-3.46,0.28,11.19,9.13,13.96,2.81,0.94,24.7,13.8,3.32,6.35,23.92,-17.8,16.89,15.55,17.17,8.39,-18.86,6.01,4.28,25.64,6.49,1.22,3.42,-0.02,8.56,-19.96,-11.11,18.5,11.87,-8.1,-0.62,9.23,-3.8,-5.63,1.38,7.6,13.83,17.46
TECH,-9.82,8.43,1.06,-1.23,8.54,-1.82,-6.1,-2.66,5.02,19.31,-2.9,-6.09,-1.14,15.59,2.89,7.16,16.59,-2.05,37.96,-29.1,37.2,5.01,-6.15,12.18,-13.62,39.26,-6.19,28.19,20.27,17.89,7.62,6.76,-16.29,-19.95,-18.07,16.73,-10.49,10.03,-16.61,13.35,-8.77,-12.23,-0.94,-4.74,-0.05,8.36
TECK,-16.65,5.3,-17.26,-27.79,0.66,-27.82,-51.56,-19.58,97.15,73.06,36.9,11.09,9.34,-20.87,21.7,24.09,-1.57,-1.2,-5.3,-10.62,7.61,-0.52,-29.62,7.02,-56.48,37.83,33.59,30.39,5.67,20.13,8.12,15.7,40.15,-24.31,-0.52,24.37,-3.49,15.34,2.35,-1.9,8.3,13.78,11.96,32.43,44.1,44.2
TEL,9.13,4.08,-5.07,10.12,8.94,-6.27,-11.65,11.76,-6.63,-5.97,12.32,7.61,7.61,5.54,5.57,14.42,5.11,-9.85,-2.37,-14.99,8.03,18.61,-3.21,3.02,-34.27,25.33,21.21,25.64,7.45,3.92,7.66,10,-16.54,-10.47,-6.78,4.02,14.24,6.87,-11.87,13.74,3.37,7.33,10.77,9.47,10.98,13.86
TELL,37.86,54.93,-3.18,-57.28,-43.96,-17.65,-81.99,-9.26,91.26,12.38,365.25,104.92,4.18,-14.42,6.48,-8.8,-25.98,15.4,7.81,-22.52,61.15,-29.91,5.92,-12.45,-87.58,27.21,-30.7,60.6,82.81,98.72,-15.91,-21.23,72.08,-43.77,-19.8,-29.71,-26.79,14.63,-17.73,-34.83,-12.57,-50.85,54.65,124.47,67.99,44.36
TENX,-21.04,-24.18,7.03,-14.14,0.59,7.89,-18.7,9.33,-37.5,24.88,-9.57,-15.77,-71.15,31.4,-51.16,35.73,-44.18,15.36,-16.64,-77,66.94,-31.68,-13.04,17.5,-59.45,58.3,70.17,20.78,2.15,9.47,-14.9,-41.24,-22.15,-62.94,-43.33,-34.47,-79.13,-35.48,-0.33,-8.16,-80.7,-87.44,-60.48,-30.02,-8.84,0.44
