Ticker,Name,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Percent From Target,Total Return,Exchange,Last Price,Market Cap. (USD),IV,ETF,Sharpe Ratio,S&P 500,DJIA,Nasdaq 100,200 Day MAV,Price Above 200 MAV
PTMN,Portman Ridge Finance Corporation,Asset Management,Financial Services,14.04,6.67,15.02,19.67,6.12,21.14,NMS,18.535,"171,337,904",22.41,,0.94,,,,18.90625,NO
PTN,"Palatin Technologies, Inc.",Biotechnology,Healthcare,0.00,-0.80,0.00,11.5,771.21,771.21,ASE,1.32,"25,568,270",150,,5.14,,,,2.2264,NO
PWR,"Quanta Services, Inc.",Engineering & Construction,Industrials,54.26,28.39,0.13,289.25,0.39,0.52,NYQ,288.14,"42,451,668,992",37.16,XLI,0.01,S&P 500,,,244.4097,YES
PXLW,"Pixelworks, Inc.",Semiconductors,Technology,0.00,-2.55,0.00,1.83,155.91,155.91,NGM,0.7151,"41,870,320",150,,1.04,,,,1.49675,NO
PYPL,"PayPal Holdings, Inc.",Credit Services,Financial Services,18.84,16.01,0.00,80.42,3.61,3.61,NMS,77.615,"79,394,152,448",34.48,XLF,0.10,S&P 500,,Nasdaq 100,63.125275,YES
PZZA,"Papa John's International, Inc.",Restaurants,Consumer Cyclical,24.70,20.10,3.52,57.08,10.07,13.59,NMS,51.86,"1,691,979,136",45.34,,0.30,,,,59.2347,NO
QCOM,QUALCOMM Incorporated,Semiconductors,Technology,22.26,15.66,2.02,211.47,21.35,23.37,NMS,174.27,"194,136,784,896",39.18,XLK,0.60,S&P 500,,Nasdaq 100,170.23155,YES
QCRH,"QCR Holdings, Inc.",Banks—Regional,Financial Services,11.47,11.78,0.32,86,11.27,11.59,NGM,77.29,"1,301,710,464",31.59,,0.37,,,,60.9382,YES
QDEL,QuidelOrtho Corporation,Medical Devices,Healthcare,0.00,15.34,0.00,57.4,24.35,24.35,NMS,46.16,"3,103,586,048",48.12,,0.51,,,,48.869,NO
QGEN,Qiagen N.V.,Diagnostics & Research,Healthcare,131.00,20.11,0.00,50.59,10.34,10.34,NYQ,45.85,"10,189,887,488",36.78,,0.28,,,,43.45125,YES
QLYS,"Qualys, Inc.",Software—Infrastructure,Technology,27.25,21.35,0.00,140.07,13.49,13.49,NMS,123.42,"4,543,213,568",36.56,,0.37,,,,158.5549,NO
QNST,"QuinStreet, Inc.",Advertising Agencies,Communication Services,0.00,24.20,0.00,22.58,11.07,11.07,NMS,20.33,"1,137,994,112",45.15,,0.25,,,,16.1397,YES
QRHC,Quest Resource Holding Corporation,Waste Management,Industrials,0.00,74.12,0.00,13,46.17,46.17,NCM,8.894,"181,290,848",54.93,,0.84,,,,8.14175,YES
QRTEA,"Qurate Retail, Inc.",Internet Retail,Consumer Cyclical,0.00,1.07,0.00,0.64,5.21,5.21,NMS,0.6083,"271,590,112",146.88,,0.04,,,,0.851,NO
QRVO,"Qorvo, Inc.",Semiconductors,Technology,0.00,13.03,0.00,126.18,22.31,22.31,NMS,103.165,"9,786,365,952",40,,0.56,S&P 500,,,109.70235,NO
QUAD,"Quad/Graphics, Inc.",Specialty Business Services,Industrials,0.00,4.75,4.56,8.05,74.57,79.13,NYQ,4.6114,"240,535,696",49.22,,1.61,,,,5.11535,NO
QUIK,QuickLogic Corporation,Semiconductors,Technology,52.93,13.98,0.00,14.5,95.68,95.68,NCM,7.41,"107,190,096",71.43,,1.34,,,,12.27475,NO
R,"Ryder System, Inc.",Rental & Leasing Services,Industrials,13.60,10.69,2.26,150.16,1.76,4.02,NYQ,147.57,"6,387,301,888",35.31,,0.11,,,,121.41145,YES
RAIL,"FreightCar America, Inc.",Railroads,Industrials,0.00,13.97,0.00,12,11.52,11.52,NMS,10.76,"203,082,096",110.05,,0.10,,,,3.7707,YES
RAMP,"LiveRamp Holdings, Inc.",Software—Infrastructure,Technology,432.67,14.26,0.00,39.19,50.96,50.96,NYQ,25.96,"1,729,237,120",45.47,,1.12,,,,32.6102,NO
RBA,"RB Global, Inc.",Specialty Business Services,Industrials,46.69,17.34,1.38,131.34,54.57,55.95,NYQ,84.97,"15,683,253,248",32.02,,1.75,,,,74.0547,YES
RBBN,Ribbon Communications Inc.,Telecom Services,Communication Services,0.00,9.87,0.00,5.7,86.27,86.27,NMS,3.06,"534,052,640",61.25,,1.41,,,,3.05,YES
RBC,RBC Bearings Incorporated,Tools & Accessories,Industrials,44.03,27.98,0.00,309,3.52,3.52,NYQ,298.495,"8,724,978,688",45.52,,0.08,,,,274.2888,YES
RCI,Rogers Communications Inc.,Telecom Services,Communication Services,33.17,10.21,3.72,50.38,26.58,30.30,NYQ,39.8,"21,473,015,808",21.8,,1.39,,,,41.5145,NO
RCL,Royal Caribbean Cruises Ltd.,Travel Services,Consumer Cyclical,18.66,12.77,0.95,181.75,6.20,7.15,NYQ,171.14,"44,054,859,776",37.51,XLY,0.19,S&P 500,,,140.3665,YES
RDI,"Reading International, Inc.",Entertainment,Communication Services,0.00,-3.46,0.00,1.7,-5.56,-5.56,NCM,1.8,"53,215,560",54.06,,-0.10,,,,1.7149,YES
RDN,Radian Group Inc.,Insurance—Specialty,Financial Services,9.18,9.56,2.77,36.21,2.67,5.44,NYQ,35.27,"5,305,278,464",28.41,,0.19,,,,31.11425,YES
RDNT,"RadNet, Inc.",Diagnostics & Research,Healthcare,388.61,97.15,0.00,71.83,2.69,2.69,NGM,69.95,"5,173,312,512",33.72,,0.08,,,,50.353825,YES
RDUS,"Radius Recycling, Inc.",Steel,Basic Materials,0.00,-47.08,4.38,17,-4.97,-0.59,NMS,17.89,"501,626,624",55.71,,-0.01,,,,19.9395,NO
RDWR,Radware Ltd.,Software - Infrastructure,Technology,0.00,24.39,0.00,22.27,3.75,3.75,NMS,21.4641,"901,382,720",37.47,,0.10,,,,18.62775,YES
REG,Regency Centers Corporation,REIT—Retail,Real Estate,34.57,35.42,3.65,75.63,5.17,8.82,NMS,71.91,"13,128,652,800",23.16,XLRE,0.38,S&P 500,,,63.6186,YES
REGN,"Regeneron Pharmaceuticals, Inc.",Biotechnology,Healthcare,30.55,23.59,0.00,1176.79,1.87,1.87,NMS,1155.19,"127,342,362,624",28.67,XLV,0.07,S&P 500,,Nasdaq 100,993.6117,YES
RELL,"Richardson Electronics, Ltd.",Electronic Components,Technology,0.00,13.34,2.01,13,5.91,7.92,NMS,12.275,"176,434,704",47.5,,0.17,,,,10.9181,YES
REPX,"Riley Exploration Permian, Inc.",Oil & Gas E&P,Energy,5.72,3.65,5.32,49.5,77.29,82.61,ASE,27.92,"602,382,400",43.42,,1.90,,,,26.71855,YES
RES,"RPC, Inc.",Oil & Gas Equipment & Services,Energy,11.84,9.17,2.51,7.35,12.90,15.41,NYQ,6.51,"1,399,708,544",66.15,,0.23,,,,6.88665,NO
REX,REX American Resources Corporation,Chemicals,Basic Materials,11.70,20.26,0.00,62.25,35.33,35.33,NYQ,46,"808,091,200",127.5,,0.28,,,,47.463,NO
RF,Regions Financial Corporation,Banks—Regional,Financial Services,13.12,10.52,4.40,23.61,1.09,5.49,NYQ,23.355,"21,372,743,680",29.99,,0.18,S&P 500,,,19.7993,YES
RFIL,"RF Industries, Ltd.",Electrical Equipment & Parts,Industrials,0.00,24.77,0.00,4.5,21.13,21.13,NGM,3.715,"38,983,352",61.67,,0.34,,,,3.29425,YES
RGA,"Reinsurance Group of America, Incorporated",Insurance—Reinsurance,Financial Services,17.07,9.66,1.63,245.55,11.77,13.40,NYQ,219.7,"14,468,914,176",35.78,,0.37,,,,191.71465,YES
RGEN,Repligen Corporation,Medical Instruments & Supplies,Healthcare,0.00,78.55,0.00,193.32,30.91,30.91,NMS,147.67,"8,270,479,872",54.01,,0.57,,,,164.8467,NO
RGLD,"Royal Gold, Inc.",Gold,Basic Materials,38.35,23.48,1.15,158.73,13.41,14.56,NMS,139.96,"9,201,096,704",29.74,,0.49,,,,123.86525,YES
RGLS,Regulus Therapeutics Inc.,Biotechnology,Healthcare,0.00,-1.71,0.00,10.33,509.44,509.44,NCM,1.695,"110,964,704",143.75,,3.54,,,,1.8262,NO
RGP,"Resources Connection, Inc.",Consulting Services,Industrials,16.35,5.83,5.61,15.67,54.54,60.15,NMS,10.14,"339,399,008",47.7,,1.26,,,,11.95395,NO
RGR,"Sturm, Ruger & Company, Inc.",Aerospace & Defense,Industrials,22.68,14.70,1.83,60.5,43.40,45.23,NYQ,42.19,"711,120,896",33.4,,1.35,,,,43.74185,NO
RH,RH,Specialty Retail,Consumer Cyclical,167.44,27.62,0.00,321.38,-7.72,-7.72,NYQ,348.275,"6,437,062,144",49.95,,-0.15,,,,269.365,YES
RHI,Robert Half Inc.,Staffing & Employment Services,Industrials,21.83,19.91,3.33,64.94,-1.15,2.18,NYQ,65.695,"6,835,958,784",33.7,,0.06,,,,72.32405,NO
RHP,"Ryman Hospitality Properties, Inc.",REIT—Hotel & Motel,Real Estate,19.76,21.65,4.24,126,15.94,20.18,NYQ,108.68,"6,509,932,032",21.72,,0.93,,,,107.1789,YES
RICK,"RCI Hospitality Holdings, Inc.",Restaurants,Consumer Cyclical,88.69,11.22,0.62,98,112.49,113.11,NGM,46.12,"414,920,864",40.36,,2.80,,,,52.17725,NO
RIG,Transocean Ltd.,Oil & Gas Drilling,Energy,0.00,13.97,0.00,6.73,45.99,45.99,NYQ,4.61,"4,035,916,800",62.88,,0.73,,,,5.5033,NO
RIGL,"Rigel Pharmaceuticals, Inc.",Biotechnology,Healthcare,0.00,21.50,0.00,25.92,88.37,88.37,NMS,13.7601,"242,108,960",104.86,,0.84,,,,11.8311,YES
RIOT,"Riot Platforms, Inc.",Capital Markets,Financial Services,12.99,60.63,0.00,17.36,138.63,138.63,NCM,7.275,"2,209,654,784",88.1,,1.57,,,,11.209175,NO
RJF,"Raymond James Financial, Inc.",Asset Management,Financial Services,14.01,12.35,1.49,129.8,4.45,5.94,NYQ,124.27,"25,592,537,088",25.54,,0.23,S&P 500,,,117.8137,YES
RL,Ralph Lauren Corporation,Apparel Manufacturing,Consumer Cyclical,17.80,14.66,1.80,189.83,2.96,4.76,NYQ,184.38,"11,420,387,328",32.39,,0.15,S&P 500,,,166.53854,YES
RLGT,"Radiant Logistics, Inc.",Integrated Freight & Logistics,Industrials,42.56,0.00,0.00,9.13,34.07,34.07,ASE,6.81,"318,490,592",41.36,,0.82,,,,5.78045,YES
RLI,RLI Corp.,Insurance—Property & Casualty,Financial Services,20.93,24.94,0.76,166.25,8.20,8.96,NYQ,153.645,"7,028,659,712",20.63,,0.43,,,,142.98935,YES
RLJ,RLJ Lodging Trust,REIT—Hotel & Motel,Real Estate,38.02,58.15,6.45,12.11,22.51,28.96,NYQ,9.885,"1,538,728,832",52.94,,0.55,,,,10.6479,NO
RM,Regional Management Corp.,Credit Services,Financial Services,13.04,5.82,3.73,36.33,9.73,13.46,NYQ,33.11,"336,251,936",37.4,,0.36,,,,26.94865,YES
RMBS,Rambus Inc.,Semiconductors,Technology,18.75,16.19,0.00,66.5,69.69,69.69,NMS,39.19,"4,219,979,008",54.11,,1.29,,,,57.97195,NO
RMD,ResMed Inc.,Medical Instruments & Supplies,Healthcare,35.00,24.35,0.89,221.04,-8.86,-7.97,NYQ,242.52,"35,633,950,720",33.68,XLV,-0.24,S&P 500,,,198.43105,YES
RMTI,"Rockwell Medical, Inc.",Drug Manufacturers—Specialty & Generic,Healthcare,0.00,61.00,0.00,7.5,75.64,75.64,NCM,4.27,"132,498,952",85.08,,0.89,,,,1.8592,YES
RNR,RenaissanceRe Holdings Ltd.,Insurance—Reinsurance,Financial Services,5.03,7.36,0.59,275.09,5.38,5.97,NYQ,261.05,"13,615,245,312",39.03,,0.15,,,,224.7676,YES
RNST,Renasant Corporation,Banks—Regional,Financial Services,13.19,13.04,2.64,39.14,13.71,16.35,NYQ,34.42,"2,224,633,344",29.8,,0.55,,,,31.46395,YES
ROCK,"Gibraltar Industries, Inc.",Building Products & Equipment,Industrials,19.48,14.10,0.00,93.67,27.48,27.48,NMS,73.48,"2,239,597,056",40.06,,0.69,,,,74.29045,NO
ROG,Rogers Corporation,Electronic Components,Technology,34.05,23.48,0.00,146,37.87,37.87,NYQ,105.9,"1,969,676,544",39.82,,0.95,,,,117.2892,NO
ROIC,Retail Opportunity Investments Corp.,REIT—Retail,Real Estate,59.00,54.93,3.81,14.88,-6.59,-2.78,NMS,15.93,"2,030,342,272",79.64,,-0.03,,,,13.3851,YES
ROK,"Rockwell Automation, Inc.",Specialty Industrial Machinery,Industrials,30.44,24.83,1.90,270.4,0.94,2.84,NYQ,267.895,"30,399,512,576",31.24,XLI,0.09,S&P 500,,,276.7612,NO
ROL,"Rollins, Inc.",Personal Services,Consumer Cyclical,52.84,44.04,1.19,49.73,-0.94,0.25,NYQ,50.2,"24,312,561,664",28.13,,0.01,S&P 500,,,46.00985,YES
ROP,"Roper Technologies, Inc.",Software—Application,Technology,41.83,28.00,0.55,604.8,8.21,8.76,NMS,558.91,"59,914,592,256",20.36,XLK,0.43,S&P 500,,Nasdaq 100,544.0402,YES
ROST,"Ross Stores, Inc.",Apparel Retail,Consumer Cyclical,24.84,22.95,0.98,174.81,13.52,14.50,NMS,153.995,"51,097,980,928",22.15,XLY,0.65,S&P 500,,Nasdaq 100,141.8792,YES
RPM,RPM International Inc.,Specialty Chemicals,Basic Materials,27.43,20.37,1.50,123.12,-1.55,-0.05,NYQ,125.06,"16,104,601,600",28.66,,0.00,,,,111.8623,YES
RRC,Range Resources Corporation,Oil & Gas E&P,Energy,15.37,9.97,1.07,35.23,15.15,16.22,NYQ,30.595,"7,407,923,200",35.1,,0.46,,,,32.46795,NO
RRGB,"Red Robin Gourmet Burgers, Inc.",Restaurants,Consumer Cyclical,0.00,-3.08,0.00,10.63,173.97,173.97,NMS,3.88,"61,123,580",88.2,,1.97,,,,7.61675,NO
RRX,Regal Rexnord Corporation,Specialty Industrial Machinery,Industrials,0.00,15.00,0.84,196.63,13.29,14.13,NYQ,173.57,"11,549,539,328",37.98,,0.37,,,,153.06496,YES
RS,"Reliance, Inc.",Steel,Basic Materials,14.49,15.48,1.59,322.4,13.44,15.03,NYQ,284.2,"15,635,405,824",28.61,,0.53,,,,295.27725,NO
RSG,"Republic Services, Inc.",Waste Management,Industrials,33.51,29.13,1.16,216.26,7.92,9.08,NYQ,200.39,"62,936,084,480",19.42,XLI,0.47,S&P 500,,,186.181,YES
RTX,RTX Corporation,Aerospace & Defense,Industrials,69.19,19.41,2.13,116.53,-2.08,0.05,NYQ,119.01,"158,311,858,176",22.43,XLI,0.00,S&P 500,,,100.0416,YES
RUSHA,"Rush Enterprises, Inc.",Auto & Truck Dealerships,Consumer Cyclical,14.09,13.02,1.40,61.5,16.08,17.48,NMS,52.98,"4,110,040,064",37.04,,0.47,,,,47.02965,YES
RVSB,"Riverview Bancorp, Inc.",Banks - Regional,Financial Services,46.90,13.40,1.72,5.25,11.94,13.66,NMS,4.69,"98,944,928",46.02,,0.30,,,,4.7476,NO
RVTY,"Revvity, Inc.",Diagnostics & Research,Healthcare,79.78,24.44,0.22,135.93,7.16,7.38,NYQ,126.85,"15,645,298,688",33.63,,0.22,S&P 500,,,108.49175,YES
RWT,"Redwood Trust, Inc.",REIT—Mortgage,Real Estate,44.92,10.93,8.51,7.89,-2.41,6.10,NYQ,8.085,"1,068,966,336",20.99,,0.29,,,,6.7095,YES
RY,Royal Bank of Canada,Banks—Diversified,Financial Services,14.79,12.99,3.45,114.35,-6.96,-3.51,NYQ,122.91,"174,063,910,912",18.08,,-0.19,,,,103.9328,YES
RYN,Rayonier Inc.,REIT—Specialty,Real Estate,31.52,57.88,3.61,33.4,4.92,8.53,NYQ,31.835,"4,807,403,008",21.25,,0.40,,,,31.16725,YES
SA,Seabridge Gold Inc.,Gold,Basic Materials,244.71,-90.16,0.00,41.93,144.78,144.78,NYQ,17.13,"1,532,905,344",47.29,,3.06,,,,14.0457,YES
SAFE,Safehold Inc.,REIT—Diversified,Real Estate,0.00,16.83,2.54,29.27,6.71,9.25,NYQ,27.43,"1,959,489,536",41.69,,0.22,,,,21.11545,YES
SAH,"Sonic Automotive, Inc.",Auto & Truck Dealerships,Consumer Cyclical,10.75,9.50,2.12,61.57,5.88,8.00,NYQ,58.15,"1,984,089,728",45.32,,0.18,,,,55.1488,YES
SAIA,"Saia, Inc.",Trucking,Industrials,31.83,27.06,0.00,466.76,3.12,3.12,NMS,452.65,"12,003,644,416",44.22,,0.07,,,,466.38266,NO
SAM,"The Boston Beer Company, Inc.",Beverages—Brewers,Consumer Defensive,36.07,22.65,0.00,305.62,11.06,11.06,NYQ,275.18,"3,223,926,272",34.19,,0.32,,,,305.10144,NO
SAND,Sandstorm Gold Ltd.,Gold,Basic Materials,59.80,37.38,0.96,8.1,35.45,36.41,NYQ,5.98,"1,781,370,240",37.19,,0.98,,,,5.2196,YES
SANM,Sanmina Corporation,Electronic Components,Technology,17.92,11.33,0.00,68.25,-1.33,-1.33,NMS,69.17,"3,779,905,280",29.14,,-0.05,,,,62.32825,YES
SAP,SAP SE,Software—Application,Technology,95.55,33.57,1.07,235.76,2.81,3.88,NYQ,229.31,"267,611,652,096",28.91,,0.13,,,,188.1873,YES
SAR,Saratoga Investment Corp.,Asset Management,Financial Services,19.40,7.27,12.68,25.04,6.69,19.37,NYQ,23.47,"322,613,920",35.21,,0.55,,,,23.57315,NO
SASR,"Sandy Spring Bancorp, Inc.",Banks—Regional,Financial Services,16.57,13.05,4.20,31,-6.44,-2.24,NMS,33.135,"1,494,709,888",36.88,,-0.06,,,,24.8861,YES
SATS,EchoStar Corporation,Communication Equipment,Technology,0.00,-8.51,0.00,20.93,-19.40,-19.40,NMS,25.9671,"7,054,767,616",72.38,,-0.27,,,,16.31055,YES
SAVA,"Cassava Sciences, Inc.",Biotechnology,Healthcare,0.00,-37.75,0.00,103,241.03,241.03,NCM,30.203,"1,449,025,152",119.98,,2.01,,,,22.36185,YES
SAVE,"Spirit Airlines, Inc.",Airlines,Industrials,0.00,-0.57,0.00,2.43,-3.76,-3.76,NYQ,2.525,"276,532,960",124.88,,-0.03,,,,5.80035,NO
SBAC,SBA Communications Corporation,REIT—Specialty,Real Estate,50.06,26.51,1.63,245.4,3.20,4.83,NMS,237.8,"25,556,842,496",29.24,XLRE,0.17,S&P 500,,,216.43285,YES
SBCF,Seacoast Banking Corporation of Florida,Banks—Regional,Financial Services,20.57,17.84,2.63,28.21,0.11,2.74,NMS,28.18,"2,403,731,456",28.72,,0.10,,,,25.14875,YES
SBGI,"Sinclair, Inc.",Broadcasting,Communication Services,0.00,-472.67,7.11,16.77,18.27,25.38,NMS,14.18,"941,017,408",56.71,,0.45,,,,13.5746,YES
SBH,"Sally Beauty Holdings, Inc.",Specialty Retail,Consumer Cyclical,9.82,7.56,0.00,11.2,-16.76,-16.76,NYQ,13.455,"1,382,088,064",54.66,,-0.31,,,,11.76135,YES
SBLK,Star Bulk Carriers Corp.,Marine Shipping,Industrials,8.08,4.51,13.31,29.41,34.82,48.13,NMS,21.815,"2,491,185,920",34.86,,1.38,,,,23.01495,NO
SBRA,"Sabra Health Care REIT, Inc.",REIT—Healthcare Facilities,Real Estate,80.41,27.60,6.32,18.14,-1.92,4.40,NMS,18.495,"4,332,712,960",22.29,,0.20,,,,14.8068,YES
SBSI,"Southside Bancshares, Inc.",Banks—Regional,Financial Services,12.95,11.69,4.23,37,5.84,10.07,NMS,34.96,"1,058,109,824",31.48,,0.32,,,,29.64345,YES
SBUX,Starbucks Corporation,Restaurants,Consumer Cyclical,27.14,24.40,2.37,95.74,-1.17,1.20,NMS,96.8727,"109,776,150,528",26.39,XLY,0.05,S&P 500,,Nasdaq 100,87.29275,YES
SCCO,Southern Copper Corporation,Copper,Basic Materials,29.93,21.76,2.37,97.59,-6.58,-4.21,NYQ,104.46,"82,056,880,128",39.16,,-0.11,,,,98.90816,YES
SCHL,Scholastic Corporation,Publishing,Communication Services,79.17,9.77,2.53,52,64.19,66.72,NMS,31.67,"895,174,720",39.83,,1.68,,,,35.7906,NO
SCHW,The Charles Schwab Corporation,Capital Markets,Financial Services,26.99,16.27,1.57,73.25,13.09,14.66,NYQ,64.7687,"118,483,976,192",31.84,XLF,0.46,S&P 500,,,68.46005,NO
SCI,Service Corporation International,Personal Services,Consumer Cyclical,23.41,20.37,1.51,83.03,3.70,5.21,NYQ,80.065,"11,561,706,496",25.53,,0.20,,,,71.72855,YES
SCL,Stepan Company,Specialty Chemicals,Basic Materials,50.60,18.27,1.96,97,26.13,28.09,NYQ,76.9069,"1,729,920,640",55.69,,0.50,,,,85.5973,NO
SCM,Stellus Capital Investment Corporation,Asset Management,Financial Services,10.70,8.30,11.63,13.9,1.52,13.15,NYQ,13.6915,"355,733,920",16.41,,0.80,,,,13.4859,YES
SCS,Steelcase Inc.,Business Equipment & Supplies,Industrials,12.49,11.72,2.83,16.67,25.93,28.76,NYQ,13.2371,"1,510,789,888",52.02,,0.55,,,,12.99195,YES
SCSC,"ScanSource, Inc.",Electronics & Computer Distribution,Technology,15.90,13.04,0.00,52,6.90,6.90,NMS,48.645,"1,168,978,304",74.21,,0.09,,,,43.5493,YES
SEE,Sealed Air Corporation,Packaging & Containers,Consumer Cyclical,14.22,11.17,2.30,41.68,17.24,19.54,NYQ,35.55,"5,180,131,840",29.39,,0.66,,,,35.4203,YES
SEIC,SEI Investments Company,Asset Management,Financial Services,18.07,15.07,1.35,73,5.76,7.11,NMS,69.025,"8,965,864,448",18.05,,0.39,,,,66.25475,YES
SEM,Select Medical Holdings Corporation,Medical Care Facilities,Healthcare,17.00,19.42,1.42,43.4,22.12,23.54,NYQ,35.54,"4,620,946,432",35.93,,0.66,,,,30.62875,YES
SF,Stifel Financial Corp.,Capital Markets,Financial Services,19.57,12.00,1.87,92.83,0.50,2.37,NYQ,92.365,"9,468,612,608",25.89,,0.09,,,,77.8641,YES
SFNC,Simmons First National Corporation,Banks—Regional,Financial Services,18.52,14.52,3.91,21.9,-0.61,3.30,NMS,22.035,"2,770,910,464",36.96,,0.09,,,,18.84985,YES
SFST,"Southern First Bancshares, Inc.",Banks—Regional,Financial Services,20.12,18.49,0.00,30.5,-10.82,-10.82,NGM,34.2,"278,904,416",41.41,,-0.26,,,,31.475,YES
SGC,"Superior Group of Companies, Inc.",Apparel Manufacturing,Consumer Cyclical,22.57,14.90,3.68,23,49.84,53.52,NGM,15.35,"257,480,912",64.6,,0.83,,,,16.1477,NO
SGMO,"Sangamo Therapeutics, Inc.",Biotechnology,Healthcare,0.00,-4.02,0.00,3.8,311.43,311.43,NMS,0.9236,"192,541,952",191.25,,1.63,,,,0.6354,YES
SHBI,"Shore Bancshares, Inc.",Banks—Regional,Financial Services,31.36,9.96,3.36,15.25,3.46,6.82,NMS,14.74,"491,082,240",34.44,,0.20,,,,12.1677,YES
SHEN,Shenandoah Telecommunications Company,Telecom Services,Communication Services,0.00,-87.47,0.55,26,65.13,65.68,NMS,15.745,"859,244,032",48.02,,1.37,,,,17.7917,NO
SHO,"Sunstone Hotel Investors, Inc.",REIT—Hotel & Motel,Real Estate,13.18,38.59,3.49,11.09,2.60,6.09,NYQ,10.8089,"2,197,121,280",27.81,,0.22,,,,10.49315,YES
SHOO,"Steven Madden, Ltd.",Footwear & Accessories,Consumer Cyclical,19.67,16.04,1.77,45.8,-4.51,-2.74,NMS,47.965,"3,483,060,224",32.5,,-0.08,,,,42.4221,YES
SHW,The Sherwin-Williams Company,Specialty Chemicals,Basic Materials,38.60,29.48,0.76,374.28,-1.35,-0.59,NYQ,379.415,"95,710,470,144",23.92,XLB,-0.02,S&P 500,,,321.09265,YES
SHYF,"The Shyft Group, Inc.",Farm & Heavy Construction Machinery,Industrials,0.00,14.02,1.54,16,20.12,21.66,NMS,13.32,"459,044,480",57.84,,0.37,,,,12.00735,YES
SIG,Signet Jewelers Limited,Luxury Goods,Consumer Cyclical,11.13,8.47,1.25,109.4,13.40,14.65,NYQ,96.47,"4,249,484,288",38.77,,0.38,,,,94.66325,YES
SIGI,"Selective Insurance Group, Inc.",Insurance—Property & Casualty,Financial Services,24.98,11.84,1.52,95.14,3.79,5.31,NMS,91.67,"5,576,570,368",20.64,,0.26,,,,97.5846,NO
SIRI,Sirius XM Holdings Inc.,Entertainment,Communication Services,7.23,7.26,4.57,34.91,46.25,50.82,NMS,23.87,"9,190,809,600",54.52,,0.93,,,,38.0475,NO
SITC,SITE Centers Corp.,REIT—Retail,Real Estate,6.95,169.10,3.55,63.23,6.83,10.38,NYQ,59.185,"3,109,053,184",31.67,,0.33,,,,57.15255,YES
SJM,The J. M. Smucker Company,Packaged Foods,Consumer Defensive,16.88,11.33,3.59,124.69,4.35,7.94,NYQ,119.495,"12,716,048,384",22.65,XLP,0.35,S&P 500,,,119.38925,YES
SJW,SJW Group,Utilities—Regulated Water,Utilities,21.92,20.22,2.66,66.75,11.53,14.19,NYQ,59.85,"1,957,789,184",24.55,,0.58,,,,58.44085,YES
SKM,"SK Telecom Co., Ltd.",Telecom Services,Communication Services,10.83,7.47,5.96,30.31,24.91,30.87,NYQ,24.265,"9,361,703,936",22.81,,1.35,,,,21.53645,YES
SKT,Tanger Inc.,REIT—Retail,Real Estate,35.06,35.46,3.51,31.5,-0.17,3.34,NYQ,31.555,"3,450,665,472",26.02,,0.13,,,,27.9892,YES
SKX,"Skechers U.S.A., Inc.",Footwear & Accessories,Consumer Cyclical,16.27,12.10,0.00,81.41,34.35,34.35,NYQ,60.595,"9,237,317,632",32.37,,1.06,,,,64.0152,NO
SKY,"Champion Homes, Inc.",Residential Construction,Consumer Cyclical,39.10,24.24,0.00,88.75,-6.58,-6.58,NYQ,95.005,"5,470,359,040",39.43,,-0.17,,,,77.2402,YES
SKYW,"SkyWest, Inc.",Airlines,Industrials,19.43,10.44,0.00,95.25,17.02,17.02,NMS,81.395,"3,264,240,640",40.8,,0.42,,,,68.4037,YES
SLAB,Silicon Laboratories Inc.,Semiconductors,Technology,0.00,46.21,0.00,137.17,19.71,19.71,NMS,114.59,"3,700,007,936",48.89,,0.40,,,,122.96375,NO
SLB,Schlumberger Limited,Oil & Gas Equipment & Services,Energy,13.92,10.37,2.66,64.55,51.47,54.13,NYQ,42.6166,"60,506,484,736",32.68,XLE,1.66,S&P 500,,,48.2742,NO
SLF,Sun Life Financial Inc.,Insurance—Diversified,Financial Services,14.59,10.43,4.26,56.36,-0.70,3.56,NYQ,56.76,"32,811,706,368",16.31,,0.22,,,,51.6745,YES
SLG,SL Green Realty Corp.,REIT—Office,Real Estate,0.00,-38.39,4.16,58.5,-19.38,-15.22,NYQ,72.5593,"4,725,069,312",40.24,,-0.38,,,,53.19325,YES
SLGN,Silgan Holdings Inc.,Packaging & Containers,Consumer Cyclical,18.28,12.46,1.48,59.67,14.53,16.01,NYQ,52.1,"5,563,185,664",26.42,,0.61,,,,46.0846,YES
SLM,SLM Corporation,Credit Services,Financial Services,6.82,7.49,2.02,26.6,20.36,22.38,NMS,22.1,"4,806,974,976",31.52,,0.71,,,,20.5016,YES
SLP,"Simulations Plus, Inc.",Health Information Services,Healthcare,67.27,51.25,0.76,57,76.53,77.29,NMS,32.29,"646,048,640",48.07,,1.61,,,,42.11245,NO
SLRC,SLR Investment Corp.,Asset Management,Financial Services,8.13,9.27,10.83,16.21,6.57,17.40,NMS,15.21,"829,775,488",15.01,,1.16,,,,15.4879,NO
SLS,"SELLAS Life Sciences Group, Inc.",Biotechnology,Healthcare,0.00,-2.87,0.00,5.83,372.06,372.06,NCM,1.235,"79,450,640",161.97,,2.30,,,,1.1357,YES
SM,SM Energy Company,Oil & Gas E&P,Energy,6.02,4.56,1.76,56.07,34.52,36.28,NYQ,41.68,"4,768,942,080",41.47,,0.87,,,,43.9253,NO
